key;frontText;frontDetails;backText;backDetails;category
lebkuchenhaus-gingerbread-house;das Lebkuchenhaus;die Lebkuchenhäuser;gingerbread house;;noun
gelingen-to-succeed;gelingen;gelang / gelungen;to succeed, to turn out well;;verb
plastikdinosaurier-plastic-dinosaur;der Plastikdinosaurier;die Plastikdinosaurier;plastic dinosaur;;noun
daneben-next-to-it;daneben;;next to it, beside it;;adverb
